
turbo_seti version 2.1.17
blimpy version 2.0.31
h5py version 3.5.0

HDF5 header info: {'DIMENSION_LABELS': array(['time', 'feed_id', 'frequency'], dtype=object), 'az_start': 0.0, 'data_type': 1, 'fch1': 2251.46484375, 'foff': -2.7939677238464355e-06, 'machine_id': 20, 'nbits': 32, 'nchans': 536870912, 'nifs': 1, 'source_name': 'ON_L', 'src_dej': <Angle 60.8686 deg>, 'src_raj': <Angle 2.65646667 hourangle>, 'telescope_id': 6, 'tsamp': 18.253611007999982, 'tstart': 59524.14275462963, 'za_start': 0.0}

Starting ET search with parameters: datafile=/gpfs/group/jtw13/default/gbt_2020/2021/L_band/splice_no_overlap_ordered/OFF_scan/spliced_blc0x1x2x_guppi_59524_12334_ON_L_0015.rawspec.0000.h5, max_drift=22.515, min_drift=0.0, snr=10.0, out_dir=/gpfs/group/jtw13/default/gbt_2020/2021/L_band/splice_no_overlap_ordered/OFF_scan/, coarse_chans=None, flagging=False, n_coarse_chan=512, kernels=None, gpu_id=0, gpu_backend=False, blank_dc=True, precision=1, append_output=False, log_level_int=30, obs_info={'pulsar': 0, 'pulsar_found': 0, 'pulsar_dm': 0.0, 'pulsar_snr': 0.0, 'pulsar_stats': array([0., 0., 0., 0., 0., 0.]), 'RFI_level': 0.0, 'Mean_SEFD': 0.0, 'psrflux_Sens': 0.0, 'SEFDs_val': [0.0], 'SEFDs_freq': [0.0], 'SEFDs_freq_up': [0.0]}

Computed drift rate resolution: 0.00956648975722505

Top hit found! SNR 24.827648, Drift Rate -0.009566, index 880279
Top hit found! SNR 14.026185, Drift Rate -0.487891, index 944466
Top hit found! SNR 14.051590, Drift Rate -0.277428, index 112627
Top hit found! SNR 17.847456, Drift Rate -0.277428, index 121217
Top hit found! SNR 18.723085, Drift Rate -0.277428, index 125512
Top hit found! SNR 22.534046, Drift Rate -0.277428, index 129091
Top hit found! SNR 23.619972, Drift Rate -0.277428, index 135140
Top hit found! SNR 26.107655, Drift Rate -0.277428, index 140902
Top hit found! SNR 29.176649, Drift Rate -0.277428, index 145913
Top hit found! SNR 32.714565, Drift Rate -0.277428, index 155899
Top hit found! SNR 36.597027, Drift Rate -0.277428, index 163057
Top hit found! SNR 35.531597, Drift Rate -0.277428, index 169177
Top hit found! SNR 39.839264, Drift Rate -0.277428, index 177767
Top hit found! SNR 42.778553, Drift Rate -0.277428, index 182420
Top hit found! SNR 39.796791, Drift Rate -0.277428, index 189901
Top hit found! SNR 48.576191, Drift Rate -0.277428, index 197775
Top hit found! SNR 708.508179, Drift Rate -0.286995, index 207814
Top hit found! SNR 48.159142, Drift Rate -0.277428, index 218176
Top hit found! SNR 43.030144, Drift Rate -0.277428, index 221755
Top hit found! SNR 43.167603, Drift Rate -0.277428, index 232886
Top hit found! SNR 44.006718, Drift Rate -0.277428, index 237539
Top hit found! SNR 38.822300, Drift Rate -0.277428, index 241834
Top hit found! SNR 39.016853, Drift Rate -0.277428, index 246451
Top hit found! SNR 38.990932, Drift Rate -0.277428, index 250066
Top hit found! SNR 33.416828, Drift Rate -0.286995, index 259729
Top hit found! SNR 31.797594, Drift Rate -0.277428, index 263989
Top hit found! SNR 30.149317, Drift Rate -0.277428, index 269716
Top hit found! SNR 30.617384, Drift Rate -0.277428, index 274404
Top hit found! SNR 26.674881, Drift Rate -0.277428, index 280489
Top hit found! SNR 21.189342, Drift Rate -0.277428, index 291584
Top hit found! SNR 17.417377, Drift Rate -0.277428, index 304111
Top hit found! SNR 14.682485, Drift Rate -0.277428, index 308406
Top hit found! SNR 14.382986, Drift Rate -0.277428, index 311985
Top hit found! SNR 12.387267, Drift Rate -0.277428, index 316638
Top hit found! SNR 108.007896, Drift Rate -0.373093, index 256269
Top hit found! SNR 11.421405, Drift Rate -0.000000, index 577278
Top hit found! SNR 13.999755, Drift Rate -0.000000, index 588629
Top hit found! SNR 11.534276, Drift Rate 0.047832, index 146942
Top hit found! SNR 33.436855, Drift Rate -0.105231, index 693936
Top hit found! SNR 181.804352, Drift Rate -0.191330, index 503220
Top hit found! SNR 198.749771, Drift Rate 0.076532, index 516726
Top hit found! SNR 402.725525, Drift Rate -0.000000, index 538269
Top hit found! SNR 56.515160, Drift Rate -0.430492, index 386322
Top hit found! SNR 63.644981, Drift Rate 0.009566, index 392809
Top hit found! SNR 56.103401, Drift Rate -0.038266, index 765613
Top hit found! SNR 271.893372, Drift Rate 0.009566, index 66342
Top hit found! SNR 12.870411, Drift Rate 0.019133, index 80803
Top hit found! SNR 32.013748, Drift Rate 0.047832, index 496819
Top hit found! SNR 11.006081, Drift Rate -0.009566, index 798127
Top hit found! SNR 24.398895, Drift Rate -0.181763, index 1018946
Top hit found! SNR 19.597488, Drift Rate 0.019133, index 669580
Top hit found! SNR 41.745201, Drift Rate 0.019133, index 500917
Top hit found! SNR 10.382020, Drift Rate -0.000000, index 510307
Top hit found! SNR 11.076847, Drift Rate -0.382660, index 562255
Top hit found! SNR 10.165339, Drift Rate -0.382660, index 685377
Top hit found! SNR 10.830577, Drift Rate -0.114798, index 325517
Top hit found! SNR 13.222339, Drift Rate -0.076532, index 345299
Top hit found! SNR 10.929424, Drift Rate -0.124364, index 607105
Top hit found! SNR 12.663767, Drift Rate -0.382660, index 610685
Top hit found! SNR 13.178170, Drift Rate -0.076532, index 624830
Top hit found! SNR 12.177958, Drift Rate -0.124364, index 645668
Top hit found! SNR 10.058210, Drift Rate -0.105231, index 732382
Top hit found! SNR 10.068163, Drift Rate -0.382660, index 826507
Top hit found! SNR 12.221030, Drift Rate -0.392226, index 899879
Top hit found! SNR 21.397532, Drift Rate -0.420926, index 204539
Top hit found! SNR 12.262069, Drift Rate -0.382660, index 305496
Top hit found! SNR 10.388428, Drift Rate -0.382660, index 411796
Top hit found! SNR 14.190513, Drift Rate -0.382660, index 763268
Top hit found! SNR 14.208810, Drift Rate -0.382660, index 782595
Top hit found! SNR 11.008176, Drift Rate 0.028699, index 846696
Top hit found! SNR 16.250280, Drift Rate -0.000000, index 804085
Top hit found! SNR 24.234669, Drift Rate -0.000000, index 915965
Top hit found! SNR 115.186028, Drift Rate 0.009566, index 933338
Top hit found! SNR 115.690056, Drift Rate -0.009566, index 938582
Top hit found! SNR 694.253845, Drift Rate -0.000000, index 943718
Top hit found! SNR 92.150490, Drift Rate -0.009566, index 949990
Top hit found! SNR 39.552067, Drift Rate 0.047832, index 987848
Top hit found! SNR 10.256560, Drift Rate -0.382660, index 1000653
Top hit found! SNR 15.699080, Drift Rate 0.363527, index 416729
Top hit found! SNR 27.754295, Drift Rate -0.554856, index 637930
Top hit found! SNR 16.468306, Drift Rate 0.066965, index 857009
Top hit found! SNR 26.463530, Drift Rate -0.000000, index 482345
Top hit found! SNR 46.155045, Drift Rate -0.794019, index 734003
Top hit found! SNR 12.200010, Drift Rate 0.057399, index 1012102
Top hit found! SNR 391.916107, Drift Rate -0.000000, index 318259
Top hit found! SNR 133.554138, Drift Rate -0.000000, index 328554
Top hit found! SNR 88.466393, Drift Rate 0.009566, index 730438
Top hit found! SNR 10.572218, Drift Rate 0.057399, index 844275
Top hit found! SNR 32.902115, Drift Rate -0.009566, index 966377
Top hit found! SNR 24.328405, Drift Rate -0.000000, index 1030877
Top hit found! SNR 572.989014, Drift Rate -0.028699, index 134724
Top hit found! SNR 21.780811, Drift Rate -0.009566, index 165220
Top hit found! SNR 170.733215, Drift Rate 0.076532, index 169452
Top hit found! SNR 50.248680, Drift Rate -0.000000, index 174763
Top hit found! SNR 283.280273, Drift Rate 0.028699, index 180132
Top hit found! SNR 36.690380, Drift Rate -0.009566, index 444137
Top hit found! SNR 117.408730, Drift Rate -0.392226, index 467812
Top hit found! SNR 71.710060, Drift Rate -0.009566, index 388144
Top hit found! SNR 23.692390, Drift Rate -0.000000, index 915756
Top hit found! SNR 50.453442, Drift Rate -0.000000, index 751757
Top hit found! SNR 60.827583, Drift Rate 0.009566, index 762704
Top hit found! SNR 14.404770, Drift Rate 0.038266, index 172967
Top hit found! SNR 18.572184, Drift Rate -0.000000, index 608174
Top hit found! SNR 11.373383, Drift Rate -0.172197, index 870253
Top hit found! SNR 82.883949, Drift Rate -0.392226, index 983547
Top hit found! SNR 11.096877, Drift Rate -0.162630, index 117135
Top hit found! SNR 10.272791, Drift Rate -0.162630, index 258153
Top hit found! SNR 11.278525, Drift Rate -0.162630, index 278375
Top hit found! SNR 11.731672, Drift Rate -0.162630, index 285891
Top hit found! SNR 10.217118, Drift Rate -0.172197, index 296807
Top hit found! SNR 10.910148, Drift Rate -0.172197, index 313271
Top hit found! SNR 10.667348, Drift Rate -0.162630, index 368748
Top hit found! SNR 10.922149, Drift Rate -0.162630, index 514240
Top hit found! SNR 12.423184, Drift Rate -0.162630, index 591728
Top hit found! SNR 11.469378, Drift Rate -0.172197, index 647741
Top hit found! SNR 11.343084, Drift Rate -0.162630, index 666353
Top hit found! SNR 10.547476, Drift Rate -0.076532, index 798199
Top hit found! SNR 10.492619, Drift Rate -0.172197, index 829382
Top hit found! SNR 10.197812, Drift Rate -0.162630, index 876269
Top hit found! SNR 14.886690, Drift Rate 0.047832, index 885890
Top hit found! SNR 11.895447, Drift Rate -0.162630, index 963242
Top hit found! SNR 12.611097, Drift Rate -0.162630, index 114024
Top hit found! SNR 10.239243, Drift Rate -0.172197, index 250925
Top hit found! SNR 10.291185, Drift Rate -0.066965, index 260417
Top hit found! SNR 10.503535, Drift Rate -0.162630, index 336109
Top hit found! SNR 10.490908, Drift Rate -0.172197, index 412165
Top hit found! SNR 12.760022, Drift Rate 0.047832, index 497876
Top hit found! SNR 10.111326, Drift Rate -0.162630, index 502002
Top hit found! SNR 40.998413, Drift Rate 0.009566, index 1036125
Top hit found! SNR 105.940804, Drift Rate -0.000000, index 136679
Top hit found! SNR 41.609802, Drift Rate -0.000000, index 146801
Top hit found! SNR 13.443662, Drift Rate -0.009566, index 871762
Top hit found! SNR 27.089123, Drift Rate 0.009566, index 1036125
Top hit found! SNR 80.833473, Drift Rate 0.047832, index 334175
Top hit found! SNR 16.188217, Drift Rate 0.057399, index 382410
Top hit found! SNR 117.439636, Drift Rate -0.172197, index 451845
Top hit found! SNR 10.813522, Drift Rate -0.000000, index 877716
Top hit found! SNR 31.134785, Drift Rate 0.028699, index 893062
Top hit found! SNR 128.149063, Drift Rate 0.066965, index 148716
Top hit found! SNR 1065.354248, Drift Rate -0.000000, index 570177
Top hit found! SNR 14.324519, Drift Rate 0.019133, index 583927
Top hit found! SNR 13.415911, Drift Rate 0.038266, index 590389
Top hit found! SNR 24.517424, Drift Rate -0.000000, index 426421
Top hit found! SNR 42.206444, Drift Rate 0.047832, index 847753
Top hit found! SNR 41.874973, Drift Rate -0.019133, index 270791
Top hit found! SNR 19.788454, Drift Rate -0.000000, index 118839
Top hit found! SNR 223.842102, Drift Rate -0.000000, index 293235
Top hit found! SNR 25.987474, Drift Rate -0.009566, index 306804
Top hit found! SNR 38.359203, Drift Rate -0.000000, index 1003675
Top hit found! SNR 29.415501, Drift Rate -0.105231, index 1015377
Top hit found! SNR 28.067432, Drift Rate -0.000000, index 1021444
Top hit found! SNR 15.835457, Drift Rate 0.047832, index 256198
Top hit found! SNR 14.000917, Drift Rate 0.038266, index 88371
Top hit found! SNR 19.182116, Drift Rate 0.057399, index 969121
Top hit found! SNR 27.481857, Drift Rate 0.028699, index 801293
Top hit found! SNR 29.079216, Drift Rate 0.047832, index 149055
Top hit found! SNR 49.822495, Drift Rate -0.000000, index 388597
Top hit found! SNR 18.949566, Drift Rate -0.000000, index 400913
Top hit found! SNR 11.099409, Drift Rate 0.047832, index 633467
Top hit found! SNR 14.841065, Drift Rate -0.009566, index 790422
Top hit found! SNR 12.270876, Drift Rate -0.095665, index 92608
Top hit found! SNR 11.912735, Drift Rate 0.047832, index 297813
Top hit found! SNR 12.710475, Drift Rate -0.000000, index 435899
Top hit found! SNR 21.137747, Drift Rate 0.009566, index 598922
Top hit found! SNR 50.935787, Drift Rate 0.047832, index 729078
Top hit found! SNR 63.674290, Drift Rate 0.009566, index 822095
Top hit found! SNR 14.184896, Drift Rate 0.066965, index 488999
Top hit found! SNR 18.740234, Drift Rate -0.000000, index 678079
Top hit found! SNR 103.543701, Drift Rate 0.019133, index 266206
Top hit found! SNR 13.046100, Drift Rate -0.047832, index 486355
Top hit found! SNR 110.247345, Drift Rate 0.038266, index 498932
Top hit found! SNR 17.169188, Drift Rate -0.401793, index 518660
Top hit found! SNR 86.251427, Drift Rate -0.105231, index 526003
Top hit found! SNR 800.902771, Drift Rate 0.028699, index 529375
Top hit found! SNR 18.041996, Drift Rate 0.009566, index 535650
Top hit found! SNR 48.319092, Drift Rate 0.019133, index 792543
Top hit found! SNR 24.397617, Drift Rate -0.009566, index 547668
Top hit found! SNR 22.976656, Drift Rate -0.000000, index 554594
Top hit found! SNR 137.084518, Drift Rate 0.009566, index 207017
Top hit found! SNR 13.849551, Drift Rate 0.019133, index 220293
Top hit found! SNR 15.082742, Drift Rate -0.009566, index 225464
Top hit found! SNR 96.868050, Drift Rate -0.000000, index 357512
Top hit found! SNR 14.658049, Drift Rate 0.009566, index 904609
Top hit found! SNR 16.164021, Drift Rate -9.269929, index 596701
Top hit found! SNR 26.935587, Drift Rate 10.427474, index 625663
Top hit found! SNR 15.359992, Drift Rate 8.370679, index 653826
Top hit found! SNR 11.499574, Drift Rate 0.009566, index 641503
Top hit found! SNR 25.842896, Drift Rate -0.000000, index 650117
Top hit found! SNR 74.731514, Drift Rate -0.000000, index 224695
Top hit found! SNR 1065.268188, Drift Rate -0.000000, index 566231
Top hit found! SNR 83.943321, Drift Rate -0.000000, index 101562
Top hit found! SNR 144.790390, Drift Rate -0.000000, index 104858
Top hit found! SNR 42.740765, Drift Rate -0.000000, index 311061
Top hit found! SNR 43.105087, Drift Rate 0.009566, index 172135
Top hit found! SNR 41.131180, Drift Rate -0.038266, index 902717
Top hit found! SNR 13.687561, Drift Rate -0.000000, index 714315
Top hit found! SNR 77.124664, Drift Rate -0.000000, index 569167
Top hit found! SNR 555.164062, Drift Rate -0.000000, index 244668
Top hit found! SNR 41.591877, Drift Rate -0.143497, index 504830
Top hit found! SNR 213.021225, Drift Rate -0.449625, index 511642
Top hit found! SNR 19.217316, Drift Rate -0.057399, index 534260
Top hit found! SNR 24.966433, Drift Rate 0.248729, index 542053
Top hit found! SNR 13.196341, Drift Rate -1.253210, index 550890
Top hit found! SNR 13.942639, Drift Rate -0.028699, index 584384
Top hit found! SNR 10.374575, Drift Rate -0.325261, index 564482
Top hit found! SNR 40.918159, Drift Rate -0.019133, index 68239
Top hit found! SNR 10.706124, Drift Rate -0.095665, index 626783
Top hit found! SNR 24.591541, Drift Rate -0.009566, index 636486
Top hit found! SNR 18.936848, Drift Rate -0.038266, index 646183
Top hit found! SNR 13.928908, Drift Rate -0.095665, index 650931
Top hit found! SNR 20.986374, Drift Rate -0.000000, index 314573
Top hit found! SNR 34.073753, Drift Rate -0.000000, index 1023610
Top hit found! SNR 37.762062, Drift Rate -0.000000, index 747984
Top hit found! SNR 6217.582520, Drift Rate -0.000000, index 594193
Top hit found! SNR 48.855740, Drift Rate -0.000000, index 132820
Top hit found! SNR 10.909436, Drift Rate -0.841851, index 365153
Top hit found! SNR 11.676692, Drift Rate -18.645088, index 484215
Top hit found! SNR 17.157650, Drift Rate 0.057399, index 864506
Top hit found! SNR 19.212965, Drift Rate 0.286995, index 880628
Top hit found! SNR 47.663422, Drift Rate 0.325261, index 885608
Top hit found! SNR 30.735920, Drift Rate 0.105231, index 891971
Top hit found! SNR 12.547283, Drift Rate -0.019133, index 896956
Top hit found! SNR 10.233928, Drift Rate -11.948545, index 342709
Top hit found! SNR 178.681595, Drift Rate -0.000000, index 566231
Top hit found! SNR 183.773361, Drift Rate -0.000000, index 999642
Top hit found! SNR 11.800284, Drift Rate -0.000000, index 999642
Top hit found! SNR 29.996672, Drift Rate -0.363527, index 716580
Top hit found! SNR 12.055800, Drift Rate 0.095665, index 370259
Top hit found! SNR 83.997635, Drift Rate -0.009566, index 379952
Top hit found! SNR 435.863770, Drift Rate -0.000000, index 384478
Top hit found! SNR 356.392609, Drift Rate -0.009566, index 389650
Top hit found! SNR 142.572937, Drift Rate -0.000000, index 817889
Top hit found! SNR 47.967678, Drift Rate -0.009566, index 872570
Top hit found! SNR 51.094337, Drift Rate -0.000000, index 202725
Top hit found! SNR 16.930840, Drift Rate -0.076532, index 476397
Top hit found! SNR 38.035641, Drift Rate -0.000000, index 636136
Top hit found! SNR 99.731491, Drift Rate -0.047832, index 168277
Top hit found! SNR 34.558125, Drift Rate 0.057399, index 180683
Top hit found! SNR 31.001514, Drift Rate -0.000000, index 415505
Top hit found! SNR 134.231613, Drift Rate -0.000000, index 434832
Top hit found! SNR 29.640259, Drift Rate -0.000000, index 35064
Top hit found! SNR 10.957323, Drift Rate -0.000000, index 136598
Top hit found! SNR 24.563829, Drift Rate -0.000000, index 657543
Top hit found! SNR 11.155988, Drift Rate -0.000000, index 674646
Top hit found! SNR 11.156829, Drift Rate -0.000000, index 694711
Top hit found! SNR 10.047449, Drift Rate -0.000000, index 743441
Top hit found! SNR 24.537098, Drift Rate -0.000000, index 784603
Top hit found! SNR 31.689987, Drift Rate -0.000000, index 916730
Top hit found! SNR 19.042658, Drift Rate -0.000000, index 930628
Top hit found! SNR 29.432770, Drift Rate -0.000000, index 940704
Top hit found! SNR 17.039900, Drift Rate -0.000000, index 955992
Top hit found! SNR 24.194315, Drift Rate -0.000000, index 971627
Top hit found! SNR 14.023619, Drift Rate -0.000000, index 984830
Top hit found! SNR 18.961506, Drift Rate -0.000000, index 1005677
Top hit found! SNR 188.692535, Drift Rate -0.000000, index 35064
Top hit found! SNR 15.460240, Drift Rate -0.009566, index 456969
Top hit found! SNR 11.122083, Drift Rate -0.000000, index 325666
Top hit found! SNR 11.484179, Drift Rate -0.000000, index 217199
Top hit found! SNR 19.750334, Drift Rate -0.009566, index 421679
Top hit found! SNR 58.175785, Drift Rate -0.000000, index 962723
Top hit found! SNR 55.835854, Drift Rate -0.000000, index 969881
Top hit found! SNR 21.415297, Drift Rate -0.000000, index 973460
Top hit found! SNR 22.258736, Drift Rate 0.009566, index 447828
Top hit found! SNR 23.412125, Drift Rate -0.000000, index 574520
Top hit found! SNR 31.505825, Drift Rate -0.000000, index 590600
Top hit found! SNR 27.023552, Drift Rate -0.000000, index 597785
Top hit found! SNR 22.191151, Drift Rate 0.009566, index 616908
Top hit found! SNR 25.469690, Drift Rate 0.028699, index 723687
Top hit found! SNR 13.496236, Drift Rate -0.000000, index 748137
Top hit found! SNR 37.825272, Drift Rate -0.000000, index 754508
Top hit found! SNR 59.081841, Drift Rate -0.000000, index 761165
Top hit found! SNR 62.579014, Drift Rate -0.000000, index 772690
Top hit found! SNR 43.162979, Drift Rate -0.000000, index 776627
Top hit found! SNR 36.573837, Drift Rate -0.000000, index 785002
Top hit found! SNR 52.127029, Drift Rate -0.000000, index 788796
Top hit found! SNR 74.882927, Drift Rate -0.009566, index 133116
Top hit found! SNR 45.306438, Drift Rate -0.000000, index 538392
Top hit found! SNR 120.866135, Drift Rate -0.000000, index 544763
Top hit found! SNR 177.033005, Drift Rate -0.000000, index 551420
Top hit found! SNR 92.984833, Drift Rate -0.000000, index 556932
Top hit found! SNR 125.772530, Drift Rate -0.000000, index 562945
Top hit found! SNR 100.684715, Drift Rate -0.000000, index 566882
Top hit found! SNR 96.173065, Drift Rate -0.000000, index 574756
Top hit found! SNR 95.386559, Drift Rate -0.000000, index 578908
Top hit found! SNR 31.307632, Drift Rate 0.028699, index 418909
Top hit found! SNR 30.933167, Drift Rate 0.019133, index 436481

===== Search time: 462.07 minutes
===== END OF LOG
